meet_ID,meet_name,year,conference_id,conference,event_name,gender,event_type,place,swimmer_name,swimmer_ID,team_name,team_ID,time,place_original,synthetic
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Women Finals,F,Timed Finals,1,Kati Kyle,97583.0,Connecticut,28,55.82,12,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Women Finals,F,Timed Finals,2,Yolana Du Plessis,156073.0,Villanova,32,56.74,18,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Women Finals,F,Timed Finals,3,Kimberly Fleming,92428.0,Connecticut,28,57.07,19,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Women Finals,F,Timed Finals,4,Lauren Opatrny,144169.0,Georgetown,252,57.95,26,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Back Women Finals,F,Timed Finals,5,Holly Hoover,7509.0,Xavier,375,58.41,28,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Men Finals,M,Timed Finals,1,Alexander Davidson,874.0,Connecticut,28,49.90,9,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Men Finals,M,Timed Finals,2,Matt Benson,253885.0,Seton Hall,462,50.95,19,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Men Finals,M,Timed Finals,3,Jeremy Ramshaw,92437.0,Connecticut,28,51.29,20,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Back Men Finals,M,Timed Finals,4,Terence Mahon,7478.0,Xavier,375,51.45,22,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Back Men Finals,M,Timed Finals,5,Gregory Germain,89088.0,Georgetown,252,51.76,23,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Back Men Finals,M,Timed Finals,6,David Maxwell,58461.0,Xavier,375,52.38,30,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Back Men Finals,M,Timed Finals,7,Joseph O'Hara,90589.0,Xavier,375,52.53,32,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Breast Women Finals,F,Timed Finals,1,Erin Malone,64166.0,Villanova,32,1:01.38,3,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Breast Women Finals,F,Timed Finals,2,Laura McGlaughlin,93734.0,Villanova,32,1:02.56,6,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Breast Women Finals,F,Timed Finals,3,Anne Frigo,169425.0,Xavier,375,1:07.16,26,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Breast Women Finals,F,Timed Finals,4,Natalie Hyde,85412.0,Xavier,375,1:07.72,30,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Breast Women Finals,F,Timed Finals,5,Mary Podlaski,95124.0,Xavier,375,1:08.00,32,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Breast Men Finals,M,Timed Finals,1,Kenny Pritchard,98983.0,Seton Hall,462,56.70,15,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Breast Men Finals,M,Timed Finals,2,Thomas Graham,14327.0,Georgetown,252,56.97,17,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Breast Men Finals,M,Timed Finals,3,Ryan O'Shaughnessy,21358.0,Seton Hall,462,57.03,19,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Breast Men Finals,M,Timed Finals,4,Chadeau Wilson,7490.0,Xavier,375,58.59,29,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Fly Women Finals,F,Timed Finals,1,Chelsea Peitz,1941.0,Connecticut,28,56.35,16,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Fly Women Finals,F,Timed Finals,2,Liz Stetson,93739.0,Villanova,32,56.46,18,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Fly Women Finals,F,Timed Finals,3,Bethanie Griffin,7507.0,Xavier,375,56.95,24,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Fly Men Finals,M,Timed Finals,1,Kyungsoo Yoon,92439.0,Connecticut,28,49.22,6,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Fly Men Finals,M,Timed Finals,2,Victor Lopez-Cantera,89075.0,Georgetown,252,49.37,9,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Fly Men Finals,M,Timed Finals,3,Nicholas Cerra,92421.0,Connecticut,28,50.56,23,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Fly Men Finals,M,Timed Finals,4,Sam Conchuratt,64321.0,Xavier,375,50.63,24,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Fly Men Finals,M,Timed Finals,5,Joseph Glowacki,258510.0,Connecticut,28,51.00,29,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Free Women Finals,F,Timed Finals,1,Natalie Elphick,64164.0,Villanova,32,50.73,8,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Free Women Finals,F,Timed Finals,2,Bethanie Griffin,7507.0,Xavier,375,51.98,21,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Free Men Finals,M,Timed Finals,1,karim zayed,58566.0,Connecticut,28,44.86,6,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Free Men Finals,M,Timed Finals,2,Nathan Green,7488.0,Xavier,375,45.67,17,False
15552,Big East Conference Championships,2011,4,Big East Conference,100 Free Men Finals,M,Timed Finals,3,Kyungsoo Yoon,92439.0,Connecticut,28,46.23,26,False
15585,Atlantic 10 Conference Championships,2011,4,Big East Conference,100 Free Men Finals,M,Timed Finals,4,Terence Mahon,7478.0,Xavier,375,46.82,32,False
15552,Big East Conference Championships,2011,4,Big East Conference,1650 Free Women,F,Timed Finals,1,Hayley Edwards,57287.0,Villanova,32,16:15.92,1,False
